nick,title,hour,date_posted,num_replys,find_helpful,awarded,num_user_products,content_text,user_reviews_cursor
16293029,推荐,"['总时数', '30.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,很好,AoJ4h7+q1psDe4r6tgY=
ASDFGHJKL,推荐,"['总时数', '24.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 58  项产品,66666,AoJwkorEwZoDfICGngY=
CXCCC,推荐,"['总时数', '10.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩,AoJwkorEwZoDfICGngY=
你枪好准难道你没有马,推荐,"['总时数', '57.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 52  项产品,nb,AoJwkorEwZoDfICGngY=
セラの蟲惑魔,推荐,"['总时数', '40.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 42  项产品,h好玩爱玩 ,AoJwkorEwZoDfICGngY=
345792021,推荐,"['总时数', '56.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,非常好玩,AoJwkorEwZoDfICGngY=
番茄大王,推荐,"['总时数', '26.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,喜欢,AoJwkorEwZoDfICGngY=
412423672,推荐,"['总时数', '275.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 24  项产品,操作上限极高，难度适中，适合各类游戏人群,AoJ45qeqwZoDfLCCngY=
Master  Wu,推荐,"['总时数', '55.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 13  项产品,牛逼 ,AoJ45qeqwZoDfLCCngY=
472822041,推荐,"['总时数', '287.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,打击感不错,AoJ45qeqwZoDfLCCngY=
qq4201466,推荐,"['总时数', '60.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,不错,AoJ45qeqwZoDfLCCngY=
小荠重度依赖,推荐,"['总时数', '27.1', '小时']",,0,尚未有人觉得这篇评测有价值				2,2,帐户内拥有 105  项产品,好玩,AoJ45qeqwZoDfLCCngY=
LiYan-DK,不推荐,"['总时数', '24.2', '小时']",,0,有 10 人觉得这篇评测有价值有 5 人觉得这篇评测很欢乐				0,0,帐户内拥有 218  项产品,不是不支持国产游戏.但这游戏从刚出玩到浮屠届以后就能感知到游戏设计对玩家的纯纯恶意了.在个独木桥那死了N次以后倍觉恶心不玩了.直接扔那一年躲都不想碰它.直到最近说在玩玩试试结果仍然还是在独木桥不断的死.实在是被被恶心到不成了.再一看视频攻略.好嘛.连流程的一半还没到.想到这之后不知道还要被恶心多少次赶紧删了.这根本就不是游戏好嘛.玩着没有一点乐趣只有愤怒.别看评测好评如潮.反正我是后悔买这个烂游戏了,AoJ45qeqwZoDfLCCngY=
1480651474,推荐,"['总时数', '17.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,作为咱们国人的第一款3a大作，我曾在美国当西部牛仔，也曾在美国末日大开杀戒，但现在，我成为了中国人心目中的神话英雄——孙悟空，真真正正当了一位天命人，虽然前路艰险，但我仍然会向前走去,AoJ45qeqwZoDfLCCngY=
1143882191,推荐,"['总时数', '8.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,白衣居士太难了,AoJ45qeqwZoDfLCCngY=
Reus,推荐,"['总时数', '104.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 122  项产品,相信很多人在小时便有一个大圣梦，都会幻想着自己手执金箍棒，脚踩筋斗云，诛灭邪祟，惩奸除恶。在游戏中我们终于圆梦，有了这么一个和自己心中高度重合的大圣形象，也在扮演天命人时不断体会到了剧情的玄妙。游玩之后，先不谈整体系统，整个剧情振聋发聩，想传达的事物如余音绕梁，三日不绝（为避免剧透，剧情上我只字不提）。这故事后劲之大，让我跑遍了全国70处取景地，让我的爱好清单多了“中国古建筑”这么一条。故事虽好，但技术仍不成熟，还需改进。目前能想到的缺点只有两个：1.部分情况下的视角问题。对阵个别boss时，需要兼顾在天上的boss还有地上预警的红圈。这时候的视角做的不是很好，有种首尾不能相顾的感觉。2.最后一章的地图。大而空，内容特别少，想要找到关注要点，无异于大海捞针。天命人的故事已经告一段落。真心希望《黑神话：钟馗》能再创辉煌。,AoJ45qeqwZoDfLCCngY=
芋芋,推荐,"['总时数', '11.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 18  项产品,豪玩,AoJ45qeqwZoDfLCCngY=
1124687916,推荐,"['总时数', '14.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,太耐玩了,AoJwqoOawZoDeK2AngY=
baiyan,推荐,"['总时数', '24.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,6,AoJwqoOawZoDeK2AngY=
GuangKun·Xie,推荐,"['总时数', '138.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 55  项产品,好玩，能有这样的水平，我心满意足。,AoJwqoOawZoDeK2AngY=
Guhe,推荐,"['总时数', '23.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,HAO,AoJwqoOawZoDeK2AngY=
小鱼儿在天上飞,推荐,"['总时数', '161.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,太好玩了，就是玩了6周目，腻了,AoJwqoOawZoDeK2AngY=
751566320,推荐,"['总时数', '3.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,打不过,AoJwqoOawZoDeK2AngY=
ml3301329270,推荐,"['总时数', '73.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,非常好玩 ,AoJwqoOawZoDeK2AngY=
823754353,推荐,"['总时数', '79.8', '小时']",,0,1 人觉得这篇评测有价值				0,0,,HAOWAN,AoJwqoOawZoDeK2AngY=
xmjnoone20020,推荐,"['总时数', '137.0', '小时']",,0,1 人觉得这篇评测有价值				0,0,,作为国内首个3A，相当不错。故事也比较吸引我们,AoJwqoOawZoDeK2AngY=
xpk,推荐,"['总时数', '47.6', '小时']",,0,1 人觉得这篇评测有价值				0,0,,Nice game,AoJwqoOawZoDeK2AngY=
o_ne_sa_ma,不推荐,"['总时数', '16.9', '小时']",,0,1 人觉得这篇评测有价值				0,0,,下去和宫崎英高坐一桌,AoJwh93ywJoDdLn8nQY=
39385686,推荐,"['总时数', '137.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩。。。。。耐玩性强,AoJwh93ywJoDdLn8nQY=
rongshuyezi_son,推荐,"['总时数', '143.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 4  项产品,很好,AoJwh93ywJoDdLn8nQY=
hqhyxdb,推荐,"['总时数', '101.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,动作效果很好，连招顺畅，五星好评,AoJwh93ywJoDdLn8nQY=
叼爆了丷,推荐,"['总时数', '43.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 6  项产品,非常棒,AoJwh93ywJoDdLn8nQY=
Bimibsara0604,推荐,"['总时数', '78.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 37  项产品,好玩，治好了我的电子ED，同时也加重了我的电子ED一把抓住冯骥顷刻炼化，桀桀桀桀,AoJwh93ywJoDdLn8nQY=
梦宇凝辰,推荐,"['总时数', '180.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,编剧很有格局，游戏本身可玩性强，值得推荐。,AoJwh93ywJoDdLn8nQY=
JnYu,推荐,"['总时数', '33.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩,AoJwh93ywJoDdLn8nQY=
风之神酷,推荐,"['总时数', '40.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 31  项产品,虽然有些许不足但还是很好玩的一款游戏,AoJwh93ywJoDdLn8nQY=
茧,推荐,"['总时数', '6.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,good,AoJwh93ywJoDdLn8nQY=
黒糖,推荐,"['总时数', '90.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,nice game,AoJ4ysW0wJoDcar3nQY=
penta kill,推荐,"['总时数', '86.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 151  项产品,好玩，风景和独特的国内寺庙人文历史，特别是去过山西之后，小西天很还原。不过还是要锐评一下动作系统不够完美，还是有很多进步的空间吧。识破很多时候正向反馈不够，失败代价太大，如果可以改成MOD那样随时可以在攻击的过程中识破i就好了，很多时候轻棍1下识破太早，轻棍2下识破又晚了会被BOSS直接打断，除非你花费非常多的游戏时间来练习，正常弹反我专门练个1个小时到几个小时不干其他的怎么都够用了,AoJ4ysW0wJoDcar3nQY=
ufo1996215,不推荐,"['总时数', '429.7', '小时']",,2,有 3 人觉得这篇评测有价值				0,0,帐户内拥有 71  项产品,优缺点都很突出的半成品已经玩了几百小时。赶工痕迹太明显，主要存在这些不足：剧情、深度、体验、交互、系统设计。建议各位体验一下鬼泣4，就能立刻明白我说的问题。而且我认为除了套用UE5带来的画质观感之外，几乎大多数方面无法和鬼泣4相提并论。但如果只将本作作为看西游记世界描绘风景游戏，倒是还不错，尤其是雪山冰湖亢金龙的场景，应该算是本作最可圈可点的艺术打卡点。我认为游科一开始不应该把本项目赶鸭子上架，如果好好打磨，按一章一个DLC模式打造并发售，才是最好的选择（学学P社的DLC狂魔风范也不是不可以）。这样既有足够的时间、精力和预算打造每一个章节的深度。同时也期待游科的下一步作品无论是叫黑神话悟空2，还是叫黑神话悟空重制版。能交出真正令人满意的答卷。 ,AoJ4ysW0wJoDcar3nQY=
大疯鸡官,推荐,"['总时数', '69.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 62  项产品,哪怕是发售一年多了还是要给个好评，中间隔了快一年开始玩二周目，当时买了标准版，再玩二周目还是觉得这真是一个好游戏，所以买了豪华升级包支持一下，期待黑神话钟馗和黑猴dlc,AoJ4ysW0wJoDcar3nQY=
烦恼便利店,推荐,"['总时数', '32.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,国产第一神作,AoJ4ysW0wJoDcar3nQY=
惊梦花语月,推荐,"['总时数', '169.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 19  项产品,国产第一个大学生，未来继续再接再厉,AoJ4ysW0wJoDcar3nQY=
超高校级的海豹,不推荐,"['总时数', '82.3', '小时']",,0,有 5 人觉得这篇评测有价值有 2 人觉得这篇评测很欢乐				0,0,帐户内拥有 74  项产品,毫无性价比可言，爱国主义营销。可玩性一般，打折后100可以入,AoJ4ysW0wJoDcar3nQY=
专业送人头,不推荐,"['总时数', '13.4', '小时']",,0,有 14 人觉得这篇评测有价值有 2 人觉得这篇评测很欢乐				0,0,帐户内拥有 19  项产品,比较有难度，新手玩家慎重考虑，图放松的话，最好别买这游戏,AoJ4ysW0wJoDcar3nQY=
单细胞,推荐,"['总时数', '54.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,什么都不打，在游戏里逛逛看看景色也是一种享受。,AoJ4ysW0wJoDcar3nQY=
2901037679,推荐,"['总时数', '57.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 5  项产品,免费获取的产品thwl,AoJ4ysW0wJoDcar3nQY=
BUCHUO,推荐,"['总时数', '134.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 83  项产品,你要是地图做的让我不迷路，我说不定就玩的下去第四周目了,AoJ4rIn7vpoDfcXgnQY=
忘花问雪诗人,推荐,"['总时数', '25.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 9  项产品,,AoJ4rIn7vpoDfcXgnQY=
零度,不推荐,"['总时数', '123.8', '小时']",,0,有 2 人觉得这篇评测有价值				0,0,帐户内拥有 51  项产品,MD5080开最高画质DLSS阴影闪烁问题,AoJ4rIn7vpoDfcXgnQY=
百威,推荐,"['总时数', '18.3', '小时']",,0,有 8 人觉得这篇评测有价值				0,0,帐户内拥有 334  项产品,突然想起来还没给黑猴打评价。我不玩魂类游戏，准确来说，我不玩难度较高的，需要打boss的游戏。不过我依然买了，并且玩了一小半，并且以后的续作也都会买。顺便来补个好评，给黑猴打好评不需要任何理由。,AoJ4rIn7vpoDfcXgnQY=
周防有希,推荐,"['总时数', '61.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 116  项产品,请输入文本,AoJ4rIn7vpoDfcXgnQY=
2034775059,推荐,"['总时数', '84.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩,AoJ4rIn7vpoDfcXgnQY=
埃米丶,推荐,"['总时数', '75.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 14  项产品,空气墙太多了每一章过度太割裂 其他都还行,AoJ4rIn7vpoDfcXgnQY=
哈哈哈,推荐,"['总时数', '16.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 66  项产品,good,AoJ4rIn7vpoDfcXgnQY=
1608530378,推荐,"['总时数', '36.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 14  项产品,较好,AoJ4rIn7vpoDfcXgnQY=
48341762,推荐,"['总时数', '94.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩,AoJ4rIn7vpoDfcXgnQY=
打死你这个龟孙,推荐,"['总时数', '75.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 20  项产品,昨年出来了，大头没打过，今年又继续干,AoJ4hPznvpoDdtjdnQY=
嘿嘿额,推荐,"['总时数', '41.5', '小时']",,0,1 人觉得这篇评测有价值				0,0,帐户内拥有 147  项产品,敢问路在何方?,AoJ4hPznvpoDdtjdnQY=
Dr.N,推荐,"['总时数', '118.4', '小时']",,0,有 2 人觉得这篇评测有价值				0,0,,入手的第一个3A，体验总体来说不错,AoJ4hPznvpoDdtjdnQY=
浴火重生,推荐,"['总时数', '51.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,很好玩,AoJ4hPznvpoDdtjdnQY=
拾壹贰阅,推荐,"['总时数', '61.6', '小时']",,1,1 人觉得这篇评测有价值				0,0,,好玩,AoJ4hPznvpoDdtjdnQY=
东风浩荡雷霆万钧,推荐,"['总时数', '27.8', '小时']",,0,有 3 人觉得这篇评测有价值				0,0,,开篇的CG，我是捂着嘴看完的。我曾经不相信我们能做出这么精良的游戏，可唯物主义告诉我们要尊重客观事实，成果，就在我眼前！我曾驱车前往到迈阿密市，在那楼宇间拎着机枪，与警察和匪帮激烈交火。我曾搭乘军舰登陆硫磺岛，在折砵山上驾着坦克，粉碎敌人那无谓的抵抗。我曾搭上名为曙光的列车，在西伯利亚大铁路上，寻找没有污染的庇护所。我曾驾着马车来到伦敦市，在狭窄巷间戴着袖剑，刺杀那身处高位的王候。我曾被困在诺文斯克市里，在海关附近拎着步枪，紧张的搜索每一栋楼房……而现在，我终于可以回到我的故乡，做一次齐天大圣了。这一次，我们将书写属于我们自己的故事！,AoJ4hPznvpoDdtjdnQY=
葭,推荐,"['总时数', '71.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 37  项产品,超级无敌爆炸好玩,AoJ4hPznvpoDdtjdnQY=
夜猫子,推荐,"['总时数', '193.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,h'whw,AoJ4hPznvpoDdtjdnQY=
图拉扬,不推荐,"['总时数', '43.7', '小时']",,0,有 4 人觉得这篇评测有价值有 1 人觉得这篇评测很欢乐				0,0,帐户内拥有 56  项产品,动作设计太拉胯了，打击感也是一坨，轻攻击打在怪身上回馈很怪，应该说是没反馈，我和怪各打各的。   前期很重要的定身决，刚到中期居然跟废物一样，是个BOSS随便破，攻击也是高风险低回报，而且没有防御机制，输出手感感觉很黏，不连贯，识破相当鸡肋。  躲闪也很迷，翻滚躲开BOSS攻击点，居然还有判定伤害？？？  boss很多都是原地跳完舞，就零帧起手，神经刀，一下就半血，动不动就霸体，交互很差，你打你的，BOSS打他的。  国产游戏，还任重而道远。,AoJ4hPznvpoDdtjdnQY=
LiaoXRsss,推荐,"['总时数', '74.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 5  项产品,第一次玩这类的单机游戏，感觉挺好入门，感觉很好玩,AoJ4hPznvpoDdtjdnQY=
634099536,推荐,"['总时数', '86.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩,AoJ41b7JvpoDcOrZnQY=
龙骑士尹志平,推荐,"['总时数', '48.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 22  项产品,这可是国产的,AoJ41b7JvpoDcOrZnQY=
薯条,不推荐,"['总时数', '55.9', '小时']",,0,有 2 人觉得这篇评测有价值有 1 人觉得这篇评测很欢乐				0,0,帐户内拥有 115  项产品,猴批真恶心,AoJ41b7JvpoDcOrZnQY=
wujianglo273277603,推荐,"['总时数', '39.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,很好玩啊,AoJ41b7JvpoDcOrZnQY=
神の77,推荐,"['总时数', '125.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,牛,AoJ41b7JvpoDcOrZnQY=
1019742033,推荐,"['总时数', '62.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 16  项产品,令人惊喜，国产3A集大成者,AoJ41b7JvpoDcOrZnQY=
孤洛,推荐,"['总时数', '19.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,NICE ,AoJ41b7JvpoDcOrZnQY=
KZX,推荐,"['总时数', '83.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 101  项产品,非常好玩,AoJ41b7JvpoDcOrZnQY=
也就是小五呗,推荐,"['总时数', '8.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 43  项产品,xh,AoJ41b7JvpoDcOrZnQY=
来口奶油卷,推荐,"['总时数', '15.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 28  项产品,好,AoJ41b7JvpoDcOrZnQY=
千歳,推荐,"['总时数', '137.5', '小时']",,0,1 人觉得这篇评测有价值				0,0,,视觉的极致，一个会呼吸的神话宇宙从踏入游戏的那一刻起，每一帧都是享受。飘雪的古刹，云雾缭绕的紫云山，诡谲的盘丝洞……中国古典美学不再是书本上的词汇，而是可触可感的沉浸式体验。更震撼的是，这些场景并非静态画卷——风中摇曳的草木，光影在盔甲上的流转，怪物鳞片的反光，细节之丰富让人时常停下脚步，只为多看两眼。这不是在“玩”游戏，而是在一幅浩渺的东方神话长卷中行走。战斗：硬核之下，皆是禅意战斗系统无疑是核心魅力。它继承了“魂系”的硬核：每一次出手都需谨慎，每一次闪避都关乎生死。但它又是彻底“悟空”的：七十二变不仅是杀招，更是破局的关键；吹毛成兵的毫法、定住敌人的身外身法，都将智慧融入战斗。当你终于摸清Boss的套路，用精妙的时机和变幻的法术将其击败，那种成就感无与伦比。这不仅是操作上的胜利，更是一场智力与心性的修行。故事：一曲写给成年人的英雄悲歌最打动我的，是它讲述故事的方式。它没有廉价的热血与煽情，而是用隐晦的文本、破碎的记忆和环境的低语，拼凑出一个充满背叛、牺牲与宿命的西游后传。我们熟悉的齐天大圣，在这里成了一个被时间掩埋的传说。你扮演的“天命人”，在追寻他足迹的过程中，会逐渐明白：成为英雄，往往意味着要背负无尽的痛苦与牺牲。这个故事里有情义、有阴谋、有佛道之辩，它解构了神话，最终却重塑了一个关于“为何而战”的深刻命题。诚意：听见了根植于血脉的文化回响游戏中的每一个细节，都能感受到游戏科学团队的虔诚。兵器的撞击声是实地采录的中国古兵器互斫之音；古建筑上的榫卯结构清晰可见；台词文白相间，韵味十足；就连土地公、小妖的方言都令人会心一笑。这一切，共同构建了一种根植于我们文化血脉中的熟悉感与归属感。总而言之，《黑神话：悟空》是一封写给中国神话的情书，更是一次向世界宣告——我们自己的故事，拥有撼动世界的力量。它或许仍有瑕疵，但那份贯穿始终的匠心、那份对文化的深情，足以让所有等待变得值得。这不只是2024年的年度游戏，更是烙印在一代玩家心中的文化里程碑。大圣，此去欲何？踏凌霄，碎南门。若一去不回？便一去不回！这份独属于东方的浪漫与悲壮，终于在游戏中得到了最极致的绽放。,AoJ4lrynvpoDcZzWnQY=
lyj,推荐,"['总时数', '202.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,国产之光 神作啊 支持！,AoJ4lrynvpoDcZzWnQY=
季风,推荐,"['总时数', '7.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 11  项产品,超级好,AoJ4lrynvpoDcZzWnQY=
饭吃了没有,推荐,"['总时数', '42.9', '小时']",,0,1 人觉得这篇评测有价值				1,1,帐户内拥有 113  项产品,点数对我很重要！！！猫猫不会张嘴，但谁会拒绝投喂一次猫猫呢！！！⣿⣿⣿⠟⠛⠛⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⢋⣩⣉⢻⣿⣿⣿⠀⣿⣶⣕⣈⠹⠿⠿⠿⠿⠟⠛⣛⢋⣰⠣⣿⣿⠀⣿⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝⠀⣿⣿⣿⣿⣷⠘⣿⣿⣿⢏⣿⣿⣋⣀⣈⣻⣿⣿⣷⣤⣤⣿⡐⢿⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦⠀⠸⠿⣻⣿⡄⢻⣿⣿⣿⣿⣿⡄⢻⣿⣿⣿⣿⣿⣿⣿⣿⣶⣶⣾⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⡄⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣰⣿⣿⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢀⣿⣿⣿⣿⣿⣿⠏⢰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⣿⣿⣿⣿⠋⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡄⣿⣿⣿⠋⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⢸,AoJ4lrynvpoDcZzWnQY=
2977312968,推荐,"['总时数', '90.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 1 项产品,boss战斗爽 而且推图不折磨人 有的时候感觉有空气墙挺好的 可以防止走错路,AoJ4lrynvpoDcZzWnQY=
皮皮,推荐,"['总时数', '110.2', '小时']",,0,有 3 人觉得这篇评测有价值				0,0,帐户内拥有 71  项产品,很棒的一款国产游戏，必须支持！,AoJ4lrynvpoDcZzWnQY=
海芋,不推荐,"['总时数', '7.0', '小时']",,0,有 2 人觉得这篇评测有价值有 1 人觉得这篇评测很欢乐				0,0,,第一次见不能改分辨率的游戏，无论怎么选，分辨率都直接默认跟着电脑设置，想大点小点都不行。第一章优化尚且可以，基本上没有什么特别卡的地方，但是一进第二章直接卡个半死。怪不得第一章那几个boss伤害弄这么高，原来是怕玩家玩到后面退款啊，就幽魂那个数值，一巴掌下来直接大半条血，吃一下就要把葫芦喝光，它位移和攻击范围又特别大，基本上打起来就是拖着等技能和变身，打起来没有爽快感，只有憋屈感。整个游戏做得最好的也就只有第一章，后面章节不是死黑就是死亮。要不就是死黑里面掺点死亮，强行闪瞎眼。地形做得也乱七八糟，感觉真的就是在路边找几个石头堆起来的。看着能走的地方直接一个空气墙放在那堵着，打击玩家探索欲望，能走的地方和不能走的地方根本就没做视觉区分，甚至前面的木栅栏是不可破坏的，后面隐藏关卡的木栅栏就是可以破坏的了，真的就特别莫名其妙。怪物数值设计得就是逼玩家反复死亡反复刷等级，角色动作前后摇特别严重，重击动作特别特别慢，那堆毫无意义的拖时间动作也不带个无敌或者霸体，随时会被打断，然后切手技要是没抓准时间按的话直接变成重击，当着敌人面做一套又长又臭的重击动画，一个失误可以直接导致一场战斗崩盘，就感觉着战斗系统做得挺滑稽的。敌人的招式基本上清一色一个套路，要不就是突然放出来的超快刀，要不就是蓄力之后的苍蝇拍刀，蓄力之后出手那一下根本没做发力的动作，要不就是没有攻击判定的奇奇怪怪的动作。打起来就是纯背板，做的怪物招式不符合直觉，包括投技，上一秒还在发呆，下一秒直接跟抽筋一样直接给你放处决动画了。感觉这游戏的怪物设计思路就跟卡普空一样，为了演出而牺牲玩家体验感，反正做了的动画就非得逼着你看完，还不让你期间有所交互，极大增加玩家挫败感和怒气值。剧情只能说是前后逻辑矛盾，且不说尊不尊重原著，真的就是连个完整的故事都没讲出来，就第一章猴子单挑天兵天将和第五章一堆妖王联合天兵天将围剿猴子这种情节都直接对不上号，看完之后一头雾水，前面提都没提到的东西，下一秒直接拎出来上价值讲对错，比如老猴划船突然来句接连三次打碎过去爱人，说猴子多情易折，那你倒是把前因后果讲完啊，又不讲又要扣帽子，是什么鬼操作？最重要的是这游戏文案答非所问，强行金句收尾，云里雾里就想把人唬进去，就像是第一章结尾动画，黑熊精发问的时候，明显就是把矛盾点弄错了，觉得金池长老的问题是在意衣裳，然后观音菩萨回答的时候其实就应该把问题的关键点出来，应该说金池长老在意衣裳没有错，错就错在为了获得这件衣裳，用了错误的手段，犯下了大错，而不是什么不披上这玩意就没人知道我金海尽干。第四章猪八戒和紫蛛儿那个一夜情更是把人物的逻辑问题展现出来了，前面是互相看不顺眼都恨不得把对方打死，然后为了女儿互相放过，后面紫蛛儿快死了突然来一句你还是和以前一样笨啊，然后猪八戒转身叹息，这和笨又扯上什么关系了？你自己言行一致过吗？你前后表达不一致，也没说想和猪八戒再续前缘，左右横跳跟个神经病一样，还怪别人不懂你了是吧？况且紫蛛儿和猪八戒的关系就是纯一夜情，本来在天上猪八戒就没把紫蛛儿放心上，下界了弄个一夜情，然后猪八戒还把她家人全杀了，然后片尾还想把这个故事用走马灯一样的画面营造成一个千世情缘般的美好爱情故事，不觉得很奇怪吗？感觉这游戏真的也就那样，放在268 的价位，在我看来实属偏贵了，就这堆自相矛盾的设计，还有卡手的战斗体验，以及逻辑混乱的剧情文案，凑在一起真的还不如丢进垃圾桶。别说什么情怀加分美术加分，这美术放在游戏美术里面就是不及格的，情怀更是资本用来营销变现的东西。以我的标准来看这游戏卖328的话，0分，卖268的话，3分，卖100的话，及格，就这样吧。,AoJ4lrynvpoDcZzWnQY=
19280670839,推荐,"['总时数', '13.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,非常棒的3A大作，值得膜拜 ,AoJ4lrynvpoDcZzWnQY=
粉红毛毛兔,推荐,"['总时数', '80.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 20  项产品,棒棒棒,AoJ4lrynvpoDcZzWnQY=
13293781558,推荐,"['总时数', '189.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,国产神作,AoJ4lrynvpoDcZzWnQY=
1065579462,推荐,"['总时数', '39.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,nb,AoJ4/sf8vZoDe6zSnQY=
赛琳娜,不推荐,"['总时数', '40.4', '小时']",,0,有 5 人觉得这篇评测有价值有 2 人觉得这篇评测很欢乐				0,0,帐户内拥有 29  项产品,越更新越垃圾，更新前我的电脑完全带的动，玩的画质还很好，更新后最低画质都带不动了，佛系玩家，去年买到现在才玩40h，但是真的更新了个垃圾,AoJ4/sf8vZoDe6zSnQY=
160818462,推荐,"['总时数', '16.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,期待DLC,AoJ4/sf8vZoDe6zSnQY=
